RIGOL:DG8:CSV DATA FILE
TYPE:Arb
AMP:2.0000 Vpp
PERIOD:1.00E+00 S
DOTS:100000
MODE:INSERT
Sample Rate:100000.00
AWG N:0
x,y[V]
,-0.7437628937159952
,-0.7427524894015375
,-0.7417282005121357
,-0.7406956175076483
,-0.7396601634638743
,-0.7386270738949687
,-0.7376013774806965
,-0.7365878777680422
,-0.735591135912449
,-0.7346154545196815
,-0.7336648626447871
,-0.7327431019998819
,-0.731853614417476
,-0.7309995306111272
,-0.7301836602697767
,-0.7294084835169049
,-0.728676143760148
,-0.7279884419513069
,-0.7273468322714702
,-0.7267524192498176
,-0.7262059563194594
,-0.7257078458077616
,-0.7252581403530433
,-0.7248565457340822
,-0.7245024250931842
,-0.7241948045283064
,-0.7239323800244202
,-0.7237135256891432
,-0.7235363032526295
,-0.7233984727870356
,-0.723297504596044
,-0.723230592220809
,-0.7231946665041642
,-0.7231864106513133
,-0.7232022762213729
,-0.7232384999807042
,-0.7232911215460681
,-0.723356001742522
,-0.7234288415986996
,-0.7235052018998055
,-0.7235805232168165
,-0.7236501463288335
,-0.7237093329543159
,-0.72375328670607
,-0.7237771741843738
,-0.7237761461223485
,-0.7237453584979737
,-0.7236799935275567
,-0.7235752804563206
,-0.7234265160630237
,-0.7232290847969446
,-0.7229784784674114
,-0.7226703154082965
,-0.7223003590421458
,-0.7218645357715902
,-0.7213589521285352
,-0.7207799111149237
,-0.7201239276725688
,-0.7193877432231358
,-0.7185683392235159
,-0.7176629496859722
,-0.7166690726168484
,-0.7155844803323017
,-0.7144072286141187
,-0.7131356646736222
,-0.711768433896678
,-0.7103044853477832
,-0.7087430760165051
,-0.7070837737945945
,-0.7053264591774177
,-0.7034713256885777
,-0.7015188790317587
,-0.6994699349791402
,-0.697325616010693
,-0.6950873467239057
,-0.6927568480383426
,-0.690336130224388
,-0.6878274847900474
,-0.6852334752645826
,-0.6825569269217375
,-0.6798009154899286
,-0.6769687549004262
,-0.6740639841285239
,-0.6710903531862542
,-0.6680518083282859
,-0.6649524765359969
,-0.6617966493471178
,-0.6585887661010827
,-0.6553333966722208
,-0.6520352237649469
,-0.6486990248464468
,-0.6453296537938444
,-0.6419320223335753
,-0.6385110813513482
,-0.6350718021514266
,-0.63161915774368
,-0.6281581042368101
,-0.6246935624150928
,-0.6212303995752542
,-0.6177734116985688
,-0.6143273060317019
,-0.6108966841478156
,-0.6074860255573066
,-0.6040996719349295
