freq,Z_corr,phase_corr
1.0,1.006061163509092,0.8248749557514119
4.0,1.0043193416454805,0.14694579577011144
10.0,1.0103966229606391,-0.10799786614608473
13.000000000000002,1.0093945379467149,0.2967859476047656
21.0,1.005626057982964,0.11343520145841754
31.0,1.01011046727809,-0.15547694566744366
44.0,1.0068666726326467,-0.13201696220643033
64.0,1.0072121167548933,0.07270553913233191
90.00000000000001,1.0020790541975058,0.24221409847106828
110.0,0.9973353757324079,0.5248515610121653
170.0,1.0013045363040383,0.952726129779729
250.0,1.000579933543711,1.2941879581194131
370.0,0.9962690722017896,2.1809749412387465
520.0000000000001,1.0019197556799067,3.1758691910061967
750.0000000000001,1.0024156664320598,4.487534169403126
1000.0,1.0040979596140498,6.054541598993924
