freq,Z_corr,phase_corr
1.0,1.0081777959433267,0.6790619208596409
3.0000000000000004,1.0162585277097604,1.0243212897151848
4.0,1.002806778128305,0.9256158035995551
7.000000000000001,1.0051732217180347,0.9100860178078148
10.0,1.0068068158467633,0.05029955581389972
13.000000000000002,1.0092263525411982,0.33575933653845835
21.0,1.0157094194400504,0.21036056461741
31.0,1.012661596868136,0.22075242084922367
44.0,1.0114975869815792,0.18919930746828115
64.0,1.0116953812485967,0.02409063982835287
90.00000000000001,1.0022263583056015,0.49249522182171873
110.0,1.003232655301941,0.33100235763536373
170.0,1.005053235406156,1.083880157230769
250.0,1.0027339300158853,1.2675898329003548
370.0,1.0062151855637789,2.1756564821112923
520.0000000000001,1.0043353600241993,3.1317522037988303
750.0000000000001,1.0066545484646003,4.271364722235609
1000.0,1.0110101331874102,6.1474340702432535
1300.0000000000002,1.012021207482946,7.558670717831711
2100.0,1.0243433788911653,12.26415603195579
3100.0000000000005,1.0539463437835659,17.53891169093512
4400.0,1.1009306845917761,24.219498623275413
6400.0,1.198060886840827,33.440698716504265
10000.0,1.425997541752569,46.00884502976422
