freq,Z_corr,phase_corr
10.0,0.9849314949563881,0.03051853218149053
13.000000000000002,0.9851375814581256,0.1008937763707116
21.0,0.9853691569279048,0.21323868851777172
31.0,0.9864552385011232,0.2146183857302952
44.0,0.9861250751537216,0.24852014093991623
64.0,0.9881891721735495,0.41221177946367327
90.00000000000001,0.9863528694027864,0.3700083689052714
110.0,0.9862079451107291,0.5376045255824947
170.0,0.984909587947477,0.9405017357683573
250.0,0.9852621933979717,1.3953373201285146
370.0,0.9851576627070268,2.157751702784844
520.0000000000001,0.9854333399535233,3.105146179022784
750.0000000000001,0.9886658466085866,4.358442368848931
1000.0,0.9899309988724874,5.945361008089363
