freq,Z_corr,phase_corr
10.0,0.9858563453866204,0.08928184734339357
13.000000000000002,0.985124318894452,0.08548441422451826
21.0,0.9854392940713782,0.13679118102100132
31.0,0.9862050121797326,0.15849737962446434
44.0,0.9864224006101502,0.31318765507407775
64.0,0.9871164875856281,0.28182398396919944
90.00000000000001,0.9864411955380661,0.4313749067895212
110.0,0.9855163702336329,0.5072003832921517
170.0,0.9847288136939898,0.9104179475193542
250.0,0.9851382534796529,1.3575209660399785
370.0,0.9856872613562244,2.189464764836952
520.0000000000001,0.9869938284870832,3.0839938510872966
750.0000000000001,0.9881796041118565,4.426513601521289
1000.0,0.9898581817905633,5.948345368973299
